feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
UniRef50_A0A0B5BI50	Fam_hx_stone	Yes	3.67798019277578	1.36905665962249	10	1	0.0746351269160658	0.504931754370906
UniRef50_A0A133LQ26	Fam_hx_stone	Yes	3.63920706797213	1.36721470961298	10	1	0.0762236191367282	0.504931754370906
UniRef50_A0A219D2U1	Fam_hx_stone	Yes	3.63920706797213	1.36721470961298	10	1	0.0762236191367282	0.504931754370906
UniRef50_A0A133P4B4	Fam_hx_stone	Yes	3.56159740580447	1.36332581033816	10	1	0.0795179989774584	0.504931754370906
UniRef50_A7A333	Fam_hx_stone	Yes	3.46679778235844	1.35821442607989	10	1	0.0837623660638258	0.504931754370906
UniRef50_A7A784	Fam_hx_stone	Yes	3.46679778235844	1.35821442607989	10	1	0.0837623660638258	0.504931754370906
UniRef50_W4U634	Fam_hx_stone	Yes	3.46679778235844	1.35821442607989	10	1	0.0837623660638258	0.504931754370906
UniRef50_A0A0U3BWS0	Fam_hx_stone	Yes	3.36781754952012	1.35245320529721	10	1	0.0884719914798326	0.504931754370906
UniRef50_A0A133LM10	Fam_hx_stone	Yes	3.36781754952012	1.35245320529721	10	1	0.0884719914798326	0.504931754370906
UniRef50_A0A133LR48	Fam_hx_stone	Yes	3.36781754952012	1.35245320529721	10	1	0.0884719914798326	0.504931754370906
UniRef50_A0A3D8Z346	Fam_hx_stone	Yes	3.36781754952012	1.35245320529721	10	1	0.0884719914798326	0.504931754370906
UniRef50_D1YL51	antibiotic_12m	yes	4.37653508530989	1.32167314768239	10	1	0.0453460051756838	0.504931754370906
UniRef50_D1YL51	diet_type	Low Carbohydrate	-4.77085249599897	1.70216965103163	10	1	0.0676951032510258	0.504931754370906
UniRef50_D1YL51	diet_type	Mediterranean	-3.66995908751131	1.43733655307415	10	1	0.0837011478142287	0.504931754370906
UniRef50_A0A0M5KYS2	Fam_hx_stone	Yes	3.1978647758355	1.34150769987657	10	1	0.0972850409933253	0.504931754370906
UniRef50_A0A0R1FZZ0	Fam_hx_stone	Yes	3.1978647758355	1.34150769987657	10	1	0.0972850409933253	0.504931754370906
UniRef50_A0A133LTF3	Fam_hx_stone	Yes	3.1978647758355	1.34150769987657	10	1	0.0972850409933253	0.504931754370906
UniRef50_A0A1X2YX49	Fam_hx_stone	Yes	3.1978647758355	1.34150769987657	10	1	0.0972850409933253	0.504931754370906
